1.collectionobject.catalogNumber,1.collectionobject.projectNumber,"1,9-determinations,4.taxon.Life","1,9-determinations,4.taxon.Kingdom","1,9-determinations,4.taxon.Phylum","1,9-determinations,4.taxon.Class","1,9-determinations,4.taxon.Order","1,9-determinations,4.taxon.Suborder","1,9-determinations,4.taxon.Infraorder","1,9-determinations,4.taxon.Superfamily","1,9-determinations,4.taxon.Family","1,9-determinations,4.taxon.Subfamily","1,9-determinations,4.taxon.Tribe","1,9-determinations,4.taxon.Genus","1,9-determinations,4.taxon.Subgenus","1,9-determinations,4.taxon.Species","1,9-determinations,4.taxon.Subspecies","1,9-determinations,4.taxon.fullName","1,10,2,3.geography.Continent","1,10,2,3.geography.Country","1,10,2,3.geography.State","1,10,2,3.geography.County","1,10,2,3.geography.fullName","1,10,2.locality.localityName","1,10,2.locality.latitude1","1,10,2.locality.longitude1","1,10.collectingevent.startDate","1,10.collectingevent.endDate"
ZMB_Orth_BA000382S111,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,,,,Asia,Schordsha near Goktscha lake,40.5000000000,45.4833333333,02.09.1927,
ZMB_Orth_BA000382S112,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S113,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Armenia,,,"Armenia, Asia",Jelenowka [= Sevan or village nearby] at Goktscha lake,40.5666666667,44.9500000000,31.08.1927,
ZMB_Orth_BA000382S12,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S13,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S14,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S15,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S16,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S17,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S18,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,Caucasus (West),,"Caucasus (West), Russia, Europe","Tuapsse, coast of black sea",,,27.09.1927,28.09.1927
ZMB_Orth_BA000382S19,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,,,"Russia, Europe","Kuban area, Armawir",,,26.09.1927,
ZMB_Orth_BA000382S20,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Russia,,,"Russia, Europe","Kuban area, Armawir",,,26.09.1927,
ZMB_Orth_BA000382S21,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Darjal canyon,42.5333333333,44.4666666667,01.09.1927,30.09.1927
ZMB_Orth_BA000382S22,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Darjal canyon,42.5333333333,44.4666666667,01.09.1927,30.09.1927
ZMB_Orth_BA000382S23,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Darjal canyon,42.5333333333,44.4666666667,01.09.1927,30.09.1927
ZMB_Orth_BA000382S24,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Darjal canyon,42.5333333333,44.4666666667,01.09.1927,30.09.1927
ZMB_Orth_BA000382S25,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Kasbek mountain,42.7000000000,44.6166666667,24.09.1927,
ZMB_Orth_BA000382S26,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Kasbek mountain,42.7000000000,44.6166666667,24.09.1927,
ZMB_Orth_BA000382S27,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,,,"Georgia, Asia",Kasbek mountain,42.7000000000,44.6166666667,24.09.1927,
ZMB_Orth_BA000382S28,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S29,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S30,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S31,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S32,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S33,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S34,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,Transkaukasia,,"Transkaukasia, Georgia, Asia","Mzchet [now Mccheta],",,,15.09.1927,16.09.1927
ZMB_Orth_BA000382S35,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,Transkaukasia,,"Transkaukasia, Georgia, Asia","Mzchet [now Mccheta],",,,15.09.1927,16.09.1927
ZMB_Orth_BA000382S36,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,Transkaukasia,,"Transkaukasia, Georgia, Asia","Mzchet [now Mccheta],",,,15.09.1927,16.09.1927
ZMB_Orth_BA000382S37,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Azerbaijan,,,"Azerbaijan, Asia",Ordubat (Araxes),38.9333333333,46.0333333333,03.08.1927,09.08.1927
ZMB_Orth_BA000382S38,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,,,,Asia,Schordsha near Goktscha lake,40.5000000000,45.4833333333,02.09.1927,
ZMB_Orth_BA000382S39,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Armenia,,,"Armenia, Asia",Davalu,39.8333333333,44.7000000000,21.08.1927,22.08.1927
ZMB_Orth_BA000382S40,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,,,,Asia,Schordsha near Goktscha lake,40.5000000000,45.4833333333,02.09.1927,
ZMB_Orth_BA000382S41,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Armenia,,,"Armenia, Asia",Jelenowka [= Sevan or village nearby] at Goktscha lake,40.5666666667,44.9500000000,31.08.1927,
ZMB_Orth_BA000382S42,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,,
ZMB_Orth_BA000382S43,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Ukraine,Krim,,"Krim, Ukraine, Europe",Karadag,,,22.07.1924,
ZMB_Orth_BA000382S44,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Ukraine,Krim,,"Krim, Ukraine, Europe",Kikeneis,,,02.09.1926,
ZMB_Orth_BA000382S45,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Ukraine,Krim,,"Krim, Ukraine, Europe",Kikeneis,,,31.08.1926,
ZMB_Orth_BA000382S46,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Ukraine,Krim,,"Krim, Ukraine, Europe",Kikeneis,,,31.08.1926,
ZMB_Orth_BA000382S47,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Europe,Ukraine,Krim,,"Krim, Ukraine, Europe",Kikeneis,,,31.08.1926,
ZMB_Orth_BA000382S48,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",,,,,Earth,,,,,
ZMB_Orth_BA000382S53,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S54,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S55,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",?,?,Transcaucasia,,"Transcaucasia, ?, ?",Borshom,,,15.09.1927,
ZMB_Orth_BA000382S56,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,miramae,,"Chorthippus miramae Ramme, 1939",Asia,Georgia,Transkaukasia,,"Transkaukasia, Georgia, Asia","Mzchet [now Mccheta],",,,15.09.1927,16.09.1927
