1.collectionobject.catalogNumber,1.collectionobject.projectNumber,"1,9-determinations,4.taxon.Life","1,9-determinations,4.taxon.Kingdom","1,9-determinations,4.taxon.Phylum","1,9-determinations,4.taxon.Class","1,9-determinations,4.taxon.Order","1,9-determinations,4.taxon.Suborder","1,9-determinations,4.taxon.Infraorder","1,9-determinations,4.taxon.Superfamily","1,9-determinations,4.taxon.Family","1,9-determinations,4.taxon.Subfamily","1,9-determinations,4.taxon.Tribe","1,9-determinations,4.taxon.Genus","1,9-determinations,4.taxon.Subgenus","1,9-determinations,4.taxon.Species","1,9-determinations,4.taxon.Subspecies","1,9-determinations,4.taxon.fullName","1,10,2,3.geography.Continent","1,10,2,3.geography.Country","1,10,2,3.geography.State","1,10,2,3.geography.County","1,10,2,3.geography.fullName","1,10,2.locality.localityName","1,10,2.locality.latitude1","1,10,2.locality.longitude1","1,10.collectingevent.startDate","1,10.collectingevent.endDate"
ZMB_Orth_BA000814S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Serpusia,,catamita,,"Serpusia catamita Karsch, 1893",Africa,Ghana,,,"Ghana, Africa",Bismarckburg,8.1833333333,0.6833333333,,
ZMB_Orth_BA000814S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Serpusia,,catamita,,"Serpusia catamita Karsch, 1893",Africa,Ghana,,,"Ghana, Africa",Bismarckburg,8.1833333333,0.6833333333,,
ZMB_Orth_BA000814S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Serpusia,,catamita,,"Serpusia catamita Karsch, 1893",Africa,Ghana,,,"Ghana, Africa",Bismarckburg,8.1833333333,0.6833333333,,
ZMB_Orth_BA000815S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Criotocatantops,,clathratus,,"Criotocatantops clathratus (Ramme, 1929)",Africa,Central African Republic,,,"Central African Republic, Africa",Pama-Quelle [Pama spring],4.3833333333,18.4500000000,29.04.1913,01.05.1913
ZMB_Orth_BA000815S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Criotocatantops,,clathratus,,"Criotocatantops clathratus (Ramme, 1929)",Africa,Central African Republic,Ouham-Pendé,,"Ouham-Pendé, Central African Republic, Africa","Bosum [= Bozoum], Ouham river area",6.3166666667,16.3833333333,13.04.1914,
ZMB_Orth_BA000815S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Criotocatantops,,clathratus,,"Criotocatantops clathratus (Ramme, 1929)",Africa,Central African Republic,Ouham-Pendé,,"Ouham-Pendé, Central African Republic, Africa","Bosum [= Bozoum], Ouham river area",6.3166666667,16.3833333333,07.04.1914,
ZMB_Orth_BA000815S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Criotocatantops,,clathratus,,"Criotocatantops clathratus (Ramme, 1929)",Africa,Central African Republic,Ouham-Pendé,,"Ouham-Pendé, Central African Republic, Africa","Bosum [= Bozoum], Ouham river area",6.3166666667,16.3833333333,17.04.1914,
ZMB_Orth_BA000815S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Criotocatantops,,clathratus,,"Criotocatantops clathratus (Ramme, 1929)",Africa,Central African Republic,,,"Central African Republic, Africa",Pama-Quelle [Pama spring],4.3833333333,18.4500000000,01.05.1913,31.05.1913
ZMB_Orth_BA000815S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Criotocatantops,,clathratus,,"Criotocatantops clathratus (Ramme, 1929)",Africa,Central African Republic,,,"Central African Republic, Africa",Pama-Quelle [Pama spring],4.3833333333,18.4500000000,01.05.1913,31.05.1913
ZMB_Orth_BA000816S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Eumastacoidea,Eumastacidae,Thericleinae,Barythericleini,Barythericles,,pumila,,"Barythericles pumila (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Prince of Wales Bay,,,01.05.1903,31.05.1903
ZMB_Orth_BA000816S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Eumastacoidea,Eumastacidae,Thericleinae,Barythericleini,Barythericles,,pumila,,"Barythericles pumila (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Prince of Wales Bay,,,01.05.1903,31.05.1903
ZMB_Orth_BA000816S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Eumastacoidea,Eumastacidae,Thericleinae,Barythericleini,Barythericles,,pumila,,"Barythericles pumila (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Prince of Wales Bay,,,01.05.1903,31.05.1903
ZMB_Orth_BA000816S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Eumastacoidea,Eumastacidae,Thericleinae,Barythericleini,Barythericles,,pumila,,"Barythericles pumila (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Prince of Wales Bay,,,01.05.1903,31.05.1903
ZMB_Orth_BA000816S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Eumastacoidea,Eumastacidae,Thericleinae,Barythericleini,Barythericles,,pumila,,"Barythericles pumila (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Prince of Wales Bay,,,01.05.1903,31.05.1903
ZMB_Orth_BA000816S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Eumastacoidea,Eumastacidae,Thericleinae,Barythericleini,Barythericles,,pumila,,"Barythericles pumila (Karny, 1910)",Africa,Namibia,,,"Namibia, Africa",Prince of Wales Bay,,,01.05.1903,31.05.1903
ZMB_Orth_BA000817S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S07,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S08,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S09,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S10,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S11,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S12,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S13,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S14,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S15,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S16,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S17,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S18,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S19,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S20,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S21,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S22,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S23,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S24,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S25,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S26,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S27,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S28,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S29,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S30,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S31,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S32,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S33,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S34,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S35,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S36,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S37,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S38,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S39,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S40,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S41,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S42,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S43,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S44,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S45,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S46,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S47,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S48,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S49,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S50,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S51,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S52,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S53,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000817S54,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Arcypterini,Podismopsis,,transsylvanica,,"Podismopsis transsylvanica Ramme, 1951",Europe,Romania,Muntii Fagaras,,"Muntii Fagaras, Romania, Europe",Surul,45.5833333333,25.0000000000,08.09.1942,
ZMB_Orth_BA000818S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Prionotropis,,maculinervis,urfensis,"Prionotropis maculinervis urfensis Ramme, 1933",Asia,Turkey,Mesopotamia,,"Mesopotamia, Turkey, Asia",Urfa,37.3333333333,39.2500000000,01.01.1931,31.12.1931
ZMB_Orth_BA000818S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Prionotropis,,maculinervis,urfensis,"Prionotropis maculinervis urfensis Ramme, 1933",Asia,Turkey,Mesopotamia,,"Mesopotamia, Turkey, Asia",Urfa,37.3333333333,39.2500000000,01.01.1931,31.12.1931
ZMB_Orth_BA000818S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Prionotropis,,maculinervis,urfensis,"Prionotropis maculinervis urfensis Ramme, 1933",Asia,Turkey,Mesopotamia,,"Mesopotamia, Turkey, Asia",Urfa,37.3333333333,39.2500000000,01.01.1931,31.12.1931
ZMB_Orth_BA000818S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Prionotropis,,maculinervis,urfensis,"Prionotropis maculinervis urfensis Ramme, 1933",Asia,Turkey,Mesopotamia,,"Mesopotamia, Turkey, Asia",Urfa,37.3333333333,39.2500000000,01.01.1931,31.12.1931
ZMB_Orth_BA000819S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,pamiricus,pamiricus,"Sphingonotus pamiricus pamiricus Ramme, 1930",Asia,Tajikistan,Central Pamir,,"Central Pamir, Tajikistan, Asia",Djol – Boeruljuk,37.8333333333,74.6666666667,23.07.1928,
ZMB_Orth_BA000819S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,pamiricus,pamiricus,"Sphingonotus pamiricus pamiricus Ramme, 1930",Asia,Tajikistan,Central Pamir,,"Central Pamir, Tajikistan, Asia",Djol – Boeruljuk,37.8333333333,74.6666666667,23.07.1928,
